fr(MHz);Re(A.U.);Im(A.U.);Abs(A.U.)
55.85076923076923;1.3508576900198646;-9.135503380421886;9.234838304615057
55.85284823284823;1.5053226560566888;-10.167317947870073;10.278149179298696
55.85492723492724;2.318075788767444;-11.031853214893687;11.272766329407789
55.85700623700624;5.393875569075812;-8.079561081028947;9.714587017302927
55.85908523908524;2.784368170931537;-9.95214651287739;10.334308217054213
55.86116424116424;2.6330481541855573;-8.01746576868771;8.438761753618785
55.86324324324325;2.030826521241104;-7.021122184456565;7.308926945075068
55.86532224532225;2.4761383030164117;-6.528435509898623;6.982243987613888
55.86740124740125;-0.3290247446036857;-8.87485795321269;8.880954958351273
55.86948024948025;-3.272965432448195;-10.659583948500016;11.150741351009806
55.871559251559255;5.060815390982092;-14.595520844967247;15.448012207318929
55.873638253638255;3.738144134723339;-8.395961634235293;9.19053281020842
55.875717255717255;1.9482662102972206;-12.422842647948478;12.574687299566278
55.877796257796255;3.1130888106093386;-11.711476738643094;12.118168563876283
55.87987525987526;3.3530973779574627;-13.162539002597148;13.582919237813217
55.88195426195426;3.835758242812597;-10.068290879660408;10.774206352894756
55.88403326403326;5.082781258897535;-13.078013872330214;14.031005387022754
55.886112266112264;3.110392846667622;-12.905022506576227;13.274567772844435
55.88819126819127;5.742781306452605;-12.110403527648817;13.40303736979907
55.89027027027027;9.00723908715876;-10.934565862939808;14.166689330404939
55.89234927234927;2.1536538984746287;-9.060878926670746;9.31331047684984
55.89442827442827;6.233112007913608;-14.12574758777224;15.43983258382843
55.89650727650728;9.849954507082185;-12.757330699091273;16.117415746873483
55.89858627858628;6.0248844482979;-7.9828889930179;10.001287381641838
55.90066528066528;7.140453468337953;-9.91195357177016;12.216091819498851
55.90274428274428;4.355240186246237;-10.972718614975626;11.805450897078298
55.90482328482329;5.794854054175739;-11.100127448532447;12.521707666403191
55.90690228690229;4.889109062228661;-11.739236908896384;12.71664541557881
55.90898128898129;8.724008107662781;-15.084253747874742;17.425355910076533
55.91106029106029;8.02662279304591;-9.420426198269165;12.376231381922372
55.913139293139295;8.533015222202797;-8.859544937607701;12.30056442948188
55.915218295218295;6.642974954129168;-10.341692800167873;12.291449313007455
55.917297297297296;7.5075775594543055;-11.566299050563273;13.789234733598626
55.919376299376296;7.114446011127621;-7.110918104521482;10.058851740355909
55.9214553014553;6.5685423203269;-9.46422690466275;11.520301173010528
55.9235343035343;7.726297871005619;-10.997159726464568;13.439985150322164
55.925613305613304;3.523281638070679;-10.054307559836978;10.653760557144178
55.927692307692304;9.228043195696866;-10.58415446598771;14.042119034587865
55.92977130977131;5.930925169867548;-12.29488119164412;13.650640164007427
55.93185031185031;10.359213797571698;-10.532414671415731;14.773119823329573
55.93392931392931;5.010439237205187;-10.47643377323677;11.612930980365865
55.93600831600831;9.086467203160062;-11.341688217036669;14.532645246016703
55.93808731808732;8.79179260111489;-11.720113409733749;14.651166352138636
55.94016632016632;8.788111249656467;-10.885484193018433;13.990163167482812
55.94224532224532;7.461631131323568;-10.452583899399814;12.842602902602309
55.94432432432432;8.8185479064301;-13.599105928187567;16.208098877538628
55.94640332640333;12.119950041662454;-12.515237893461897;17.421950767418046
55.94848232848233;9.369293756710755;-11.331161718313579;14.703023205657885
55.95056133056133;10.56893150951357;-10.250190369232241;14.723067474486768
55.95264033264033;12.269596195211067;-11.376418133239586;16.732180979652362
55.954719334719336;10.044917842141425;-8.920308021418442;13.433996786226851
55.956798336798336;12.273997909752962;-10.176781064595037;15.944212038395632
55.958877338877336;10.244609809966613;-7.553497316663098;12.728210866861877
55.96095634095634;11.187354937040832;-13.686213456470915;17.676802574657483
55.963035343035344;15.228419041389841;-8.987007780027902;17.682507043359173
55.965114345114344;10.144102875294815;-7.704374778632176;12.73814012617965
55.967193347193344;16.259331952780535;-10.371098121633281;19.28537144571645
55.96927234927235;13.796538015948396;-7.366306060851744;15.639914520471345
55.97135135135135;10.286070384795785;-3.6586271477083243;10.917362161571871
55.97343035343035;9.721943034716531;-10.942894714465444;14.637729369753666
55.97550935550935;11.840130106509282;-10.066144330113836;15.540783204644175
55.97758835758836;11.809503795281588;-10.665489106066698;15.91279478163398
55.97966735966736;17.051442383933217;-9.502684529820709;19.52057121720284
55.98174636174636;15.900661723626571;-8.833437061811223;18.189575409398188
55.98382536382536;14.841031076470165;-11.040805232466127;18.497448029228373
55.98590436590437;15.739065345854932;-5.730014538403913;16.749664013687315
55.98798336798337;15.358401163586514;-5.423319891765263;16.287814001580212
55.99006237006237;17.40865604097137;-8.91584631356529;19.55897800601976
55.99214137214137;16.200773624168455;-12.442700266659106;20.42757587055965
55.994220374220376;17.627128328789507;-11.592203429035635;21.097270758554508
55.996299376299376;52.708309874258646;17.135304188284962;55.423682478033946
55.998378378378376;-1.998718888415037;5.1130845258368955;5.489855240647039
56.00045738045738;4.1242554600575785;-0.924165019049049;4.226530974954363
56.002536382536384;12.442613710180181;-5.733882226524944;13.70022048466456
56.004615384615384;13.503041986716928;-5.633607028839764;14.631119952021207
56.006694386694384;7.778297804351225;-3.6678432125666443;8.59970874885576
56.008773388773385;11.55565490204381;-5.6063464404526195;12.843842128643008
56.01085239085239;9.14426817180436;-7.3869066158355405;11.755170341128585
56.01293139293139;18.221683102801624;-5.010741196130748;18.898075627786234
56.01501039501039;11.696585267696568;-5.064869764229712;12.746097938314483
56.01708939708939;11.337771763108703;-5.460187946361469;12.584066153749196
56.0191683991684;13.322006987181645;-3.131696706945181;13.685152334950745
56.0212474012474;12.801396401572509;-6.3572801469793605;14.293031893106917
56.0233264033264;15.388714780303573;-7.0887053123243025;16.942912547567154
56.0254054054054;15.475000326539758;-0.8656019933851311;15.499190363285367
56.02748440748441;10.341938161888669;-4.229683961595633;11.173446709019938
56.02956340956341;13.501115934865664;-5.754420281098388;14.67628986693163
56.03164241164241;14.815456334269166;-0.018889593701390706;14.815468376308141
56.03372141372141;9.687839521890226;-6.573458969465815;11.707459050756864
56.035800415800416;14.262439222308188;-2.9672176205617724;14.567825952344684
56.03787941787942;11.836998989405918;-5.041252649861589;12.865798589863484
56.03995841995842;13.55377610021296;-4.298005966576914;14.218920559009915
56.04203742203742;14.020925171891346;-4.792475137716323;14.817360109729583
56.044116424116424;16.96718313271929;-5.306556832227095;17.777650262981606
56.046195426195425;12.11124353756598;-1.2259588994281065;12.173134158848356
56.048274428274425;11.067560846232364;-4.77421514657188;12.053382651804098
56.050353430353425;18.730500259865106;-8.209269112587585;20.45051929286128
56.05243243243243;16.27754401767244;-2.9385361110215342;16.54066001473464
56.05451143451143;15.912504574569303;-5.214407877452285;16.745084393580267
56.05659043659043;16.872431851866057;-2.4266503796463903;17.046043196616107
56.05866943866943;15.558477093836983;-4.43268792707246;16.17760587164442
56.06074844074844;17.95502915185679;-2.734890533613556;18.16212262030174
56.06282744282744;20.07472425040458;-1.313804575365674;20.117669750545996
56.06490644490644;14.482020570117523;0.23910924883799398;14.483994374004256
56.06698544698544;15.413914314479497;-0.80796299616376;15.435075597394587
56.06906444906445;13.601074276393057;-0.06969355510753049;13.601252834337888
56.07114345114345;16.266571229934968;-8.213288148632566;18.222498231335248
56.07322245322245;18.301630907515445;1.6128158412891032;18.372557492435224
56.07530145530146;16.093876085717707;-0.19210588113225976;16.09502258873848
56.07738045738046;13.279571781711816;-0.10348733621855855;13.27997501256664
56.07945945945946;12.86726537493028;-0.8104274962788871;12.892761959937232
56.08153846153846;15.469724599084358;-1.0020212001694098;15.50214261504211
56.083617463617465;16.195422659789795;-2.1212702587077925;16.333753476764336
56.085696465696465;13.13404505568327;1.2211265683999268;13.190689505130894
56.087775467775465;16.147039524029008;-0.018096362912452507;16.14704966453332
56.089854469854465;17.98674610490359;1.4715978000294234;18.046845583849716
56.09193347193347;9.090763960801658;1.842749980504519;9.275651830553993
56.09401247401247;16.19847184685452;-0.02936133713277589;16.19849845700078
56.09609147609147;14.934407632278804;-1.1554552330813956;14.979038958582175
56.09817047817047;15.470122434593868;5.854113185708895;16.54071731613884
56.10024948024948;13.026396125164847;2.1646403942193926;13.205024197099982
56.10232848232848;11.583719139519015;1.1404222309923098;11.6397213011395
56.10440748440748;13.351637637543497;-1.6894105885103263;13.458095546578605
56.10648648648648;16.15125897056462;-1.9612877890643332;16.269905227928554
56.10856548856549;14.566921103849367;5.293954306759526;15.499069089717285
56.11064449064449;11.550546219008186;0.10219298057348507;11.550998284248978
56.11272349272349;13.439186414685416;0.7587879849665746;13.460590280325551
56.11480249480249;14.187519852302625;-1.8248869263854062;14.304402533960426
56.1168814968815;14.294537282690108;3.6639550976939628;14.756637932948516
56.1189604989605;15.55565178948648;1.7448580008135328;15.653205168231743
56.1210395010395;15.634206355662153;0.5501512487163241;15.6438829824277
56.1231185031185;14.437149395648596;3.287731275647448;14.806770735482704
56.125197505197505;13.94584087901717;1.7466120306220998;14.054790336692337
56.127276507276505;17.467843657536243;2.9908153606042993;17.72203539566931
56.129355509355506;12.905574761922347;3.22454785369598;13.30231441503103
56.131434511434506;14.269074716847385;2.9352879888943235;14.567855327834655
56.13351351351351;13.181951095767825;2.6696557180715965;13.449568630415138
56.13559251559251;12.12358582865239;3.3088612902577297;12.567016208427006
56.137671517671514;15.427270617060813;-0.6232651805500455;15.439855510247304
56.139750519750514;13.885157143436551;1.2672338028556056;13.942864497979853
56.14182952182952;14.581092285659777;-0.03592751013596393;14.581136547913939
56.14390852390852;19.83804148680908;5.773663139066209;20.661148953428754
56.14598752598752;14.140320094964093;3.607065169713935;14.59313439692134
56.14806652806652;17.336526061160747;5.139939855219509;18.082425655441796
56.15014553014553;11.239031629988638;10.196629425080577;15.175212802867184
56.15222453222453;11.83128580320097;5.6537243707209806;13.112738959390184
56.15430353430353;7.06483775681798;1.9455786040391039;7.327837923607184
56.15638253638253;15.183785921229044;0.35469784848612546;15.187928280889201
56.15846153846154;14.036051299938405;1.6485095230561488;14.132527011900928
56.16054054054054;15.4500104447078;4.00847783304379;15.96153868772004
56.16261954261954;16.345043585422907;5.349524692408887;17.19819363317168
56.16469854469854;14.087249742745511;5.9911174898362916;15.308301476372412
56.166777546777546;14.813584198169936;4.509334521950006;15.484714224909677
56.168856548856546;14.0234856958609;6.539568888545693;15.473335526319142
56.170935550935546;13.331513948874004;9.061247272500779;16.11941271580404
56.17301455301455;13.76809764946831;6.224514413759339;15.10976811775722
56.175093555093554;11.078874083445;8.903333948313449;14.213050564605053
56.177172557172554;10.842823562447423;0.8116223761567675;10.873157484734753
56.179251559251554;12.414658385519575;7.722365421208249;14.620488040001412
56.18133056133056;9.528106910080103;4.999369914121346;10.760042789326532
56.18340956340956;14.061015110062383;3.882675525867346;14.587231237098147
56.18548856548856;12.319403217361632;6.682094889803859;14.01492375106918
56.18756756756756;10.99686980946127;5.39423292699857;12.248628269196363
56.18964656964657;11.69561380867528;4.299501145726119;12.46086242857115
56.19172557172557;12.797824601493016;6.757548076459699;14.472345025469924
56.19380457380457;17.23422872831161;7.19368258886963;18.675323532650438
56.19588357588357;9.658205829266512;8.596448182936363;12.929805149436225
56.19796257796258;10.717745754515935;7.824892871191574;13.27023068767341
56.20004158004158;13.872917222600053;5.664513264371953;14.984810402115837
56.20212058212058;14.337176735916634;7.930019285078372;16.384133868429664
56.20419958419958;13.185672382286095;8.30380398116152;15.582526006092085
56.206278586278586;12.287414790000907;9.073128878450657;15.274234182652442
56.208357588357586;9.688024195428614;12.033807227951295;15.448958839051357
56.210436590436586;8.16923441253111;8.799138574222086;12.006716059574558
56.21251559251559;9.953194223489033;2.241322736104568;10.202431222893626
56.214594594594594;12.671163846784518;7.931935997267311;14.94904685579666
56.216673596673594;8.318541964231327;8.353673930003689;11.789063089978816
56.218752598752594;14.635405498796413;6.019614968950856;15.825007377205784
56.220831600831595;12.482751307936883;11.099852997842895;16.70406587599324
56.2229106029106;7.704954521373863;9.381148920625705;12.139698482556986
56.2249896049896;7.22386107236439;5.776788640710227;9.249619224176762
56.2270686070686;9.85066402684452;7.89731205994538;12.625494823646614
56.2291476091476;7.413787094213073;2.224631042502214;7.7403631926147245
56.23122661122661;15.143989048062588;9.556684034186903;17.907278241461555
56.23330561330561;7.91898842588386;9.729387217545607;12.544773944484707
56.23538461538461;9.208845411718022;9.91159486237743;13.529321732179582
56.23746361746361;8.278422540694942;7.640597044675697;11.265478372505674
56.23954261954262;10.96724357731334;6.182246798777293;12.589702425598183
56.24162162162162;8.614678507905637;8.374536422103784;12.01438912636486
56.24370062370062;12.926965315179594;6.005154524509228;14.25371225762222
56.24577962577962;8.096260866168429;9.30140257549414;12.331485307312311
56.247858627858626;9.99434006647431;6.198653176673483;11.760532920281205
56.24993762993763;7.342037520140968;8.132603390134376;10.956493638403797
56.25201663201663;8.445451935534917;10.677339680983911;13.613641726538278
56.25409563409563;8.677938678976794;9.368374750309462;12.770006467434438
56.256174636174634;8.221418905848333;9.398135794455396;12.4866602915457
56.258253638253635;7.258029311437945;8.651093757866702;11.292493643703883
56.260332640332635;11.15276873498734;8.224783131190371;13.857536145044861
56.262411642411635;7.8426826670354295;10.319741616985333;12.96166418548008
56.26449064449064;9.29944620545339;9.55698960365403;13.334757216105311
56.26656964656964;4.649681783804766;5.846833664092564;7.470274732980839
56.26864864864864;11.741119717442249;6.923009346722432;13.630185275120706
56.27072765072764;8.550026403680151;9.41382842365388;12.717040421954373
56.27280665280665;9.80748101039289;9.629329124752749;13.744477551439656
56.27488565488565;6.402404700260766;10.806363210756022;12.560584054441989
56.27696465696465;7.470027242988707;10.777520003222376;13.113208777063374
56.27904365904365;6.620204404018418;9.086347454532495;11.24227807944075
56.28112266112266;5.899131289597171;8.858630101899754;10.643076493861576
56.28320166320166;5.903421241878015;10.007768694805083;11.619200342871157
56.28528066528066;4.695826080271159;3.2935951435658173;5.735725895287808
56.28735966735967;10.123366864917552;6.8984880980706285;12.250375288983303
56.28943866943867;11.091643767002571;9.38523673287075;14.52952958585079
56.29151767151767;6.2113157455596415;10.225074134582128;11.96380308884836
56.29359667359667;9.20753109321637;10.111710315084311;13.67571988338196
56.295675675675675;6.572384712740953;12.450301195585872;14.078573815308069
56.297754677754675;4.785143275819058;10.00293912973693;11.088570124382068
56.299833679833675;4.22446907110147;10.154839164415993;10.998495232887533
56.301912681912675;3.352667788402861;10.064391375079204;10.608126839841367
56.30399168399168;5.29884347139592;6.221697370984648;8.172347295023165
56.30607068607068;7.754784815774129;7.931042586110677;11.092255137782495
56.30814968814968;6.169712971583849;8.650587047583146;10.625347731700046
56.31022869022868;7.839373484321165;8.401165248045489;11.490663782029522
56.31230769230769;5.2967790026206805;9.512603836725198;10.887860191841291
56.31438669438669;6.126940613821094;9.901009065811213;11.643426549197887
56.31646569646569;3.0932379751865255;8.260256728782648;8.820428696868143
56.31854469854469;6.198467757693919;7.689493241046148;9.876705363999955
56.3206237006237;7.131336570035645;9.36965219945185;11.774818198758767
56.3227027027027;5.141371844813115;10.528267676723232;11.716574786146854
56.3247817047817;7.008323031117384;11.139775755947163;13.160972441323572
56.3268607068607;3.5487902401511806;9.171495980438882;9.834137007780543
56.32893970893971;5.656143886443317;9.486079903010609;11.044350392415657
56.33101871101871;3.618652038423207;12.385357777340534;12.903167434700446
56.33309771309771;3.397548852563845;7.595561788335964;8.320811083421335
56.33517671517671;4.595412040260612;9.363519580247704;10.430403192084874
56.337255717255715;5.397909068479819;10.60866740501592;11.902993170703908
56.339334719334715;1.336092276977006;9.335634854049857;9.430759285484287
56.341413721413716;2.7314763931769264;9.003170218066789;9.408402481928992
56.343492723492716;4.811084448088604;7.473215934296092;8.88794070453089
56.34557172557172;2.742266791344495;9.737766708637084;10.116527449018836
56.34765072765072;4.7228722283922835;6.1462010959346784;7.751213453220582
56.349729729729724;4.950260861493446;10.066941041114832;11.218216637332157
56.351808731808724;3.0862633162112045;10.197857101286232;10.65463799081156
56.35388773388773;6.066774959898408;8.198812616222051;10.199327758728622
56.35596673596673;1.4002232505093812;9.940993083232764;10.039121905433198
56.35804573804573;3.8774744262123946;7.483203621752387;8.428116300249966
56.36012474012473;6.065489985842672;8.94241598607505;10.805414033546716
56.36220374220374;3.578541504295984;8.775439767641332;9.477040804674735
56.36428274428274;2.084924254722564;10.45224490872078;10.658158038789344
56.36636174636174;3.262482646722045;8.894967901195054;9.474399557937845
56.36844074844074;4.223306845820657;10.002901114856234;10.857916532537342
56.37051975051975;0.8411809538063024;10.336967528322798;10.371137019567644
56.37259875259875;1.7607332875508803;8.405611970792101;8.588043683715938
56.37467775467775;1.5421277424701378;9.430492704674965;9.555749610942293
56.37675675675675;1.659745354086653;8.780460055170776;8.935951735593799
56.378835758835756;2.867984174928602;7.253931449120909;7.800311192265746
56.380914760914756;0.8467728290122702;11.256531611214307;11.288335933086877
56.382993762993756;2.419961369415571;8.068705234255157;8.423788766746247
56.385072765072756;-0.9107150004140755;11.576107383891806;11.611875988632224
56.387151767151764;-2.595012215798728;6.883430197116658;7.356337382061952
56.389230769230764;2.138932208772344;8.224684917446707;8.498262939271713
